Datetime,Open,High,Low,Close,Adj Close,Volume
2022-02-11 00:00:00+00:00,3077.4130859375,3077.4130859375,3058.79150390625,3066.029296875,3066.029296875,22398976
2022-02-11 00:15:00+00:00,3066.786865234375,3066.786865234375,3018.561767578125,3018.561767578125,3018.561767578125,76541952
2022-02-11 00:30:00+00:00,3019.01220703125,3025.46728515625,3019.01220703125,3024.3369140625,3024.3369140625,237629440
2022-02-11 00:45:00+00:00,3023.759521484375,3038.84912109375,3019.465576171875,3038.84912109375,3038.84912109375,436957184
2022-02-11 01:00:00+00:00,3039.226318359375,3080.307861328125,3039.150146484375,3076.20654296875,3076.20654296875,484192256
2022-02-11 01:15:00+00:00,3077.431640625,3085.8955078125,3074.702392578125,3075.772705078125,3075.772705078125,277559296
2022-02-11 01:30:00+00:00,3076.801513671875,3079.025634765625,3071.050048828125,3071.050048828125,3071.050048828125,309334016
2022-02-11 01:45:00+00:00,3068.41259765625,3068.41259765625,3064.88427734375,3066.938232421875,3066.938232421875,249952256
2022-02-11 02:00:00+00:00,3066.73046875,3066.73046875,3050.367431640625,3050.601806640625,3050.601806640625,263899136
2022-02-11 02:15:00+00:00,3051.000244140625,3053.310791015625,3049.724853515625,3052.5703125,3052.5703125,282075136
2022-02-11 02:30:00+00:00,3052.899169921875,3061.1982421875,3052.899169921875,3058.7734375,3058.7734375,70440960
2022-02-11 02:45:00+00:00,3058.9296875,3059.305908203125,3053.93701171875,3059.305908203125,3059.305908203125,0
2022-02-11 03:00:00+00:00,3059.8818359375,3063.443115234375,3059.8818359375,3062.634521484375,3062.634521484375,194418688
2022-02-11 03:15:00+00:00,3062.275390625,3065.726806640625,3061.03173828125,3062.044921875,3062.044921875,277766144
2022-02-11 03:30:00+00:00,3062.98681640625,3068.85546875,3061.0693359375,3068.85546875,3068.85546875,46667776
2022-02-11 03:45:00+00:00,3069.452392578125,3081.83642578125,3069.452392578125,3081.39208984375,3081.39208984375,362272768
2022-02-11 04:00:00+00:00,3081.29150390625,3083.1142578125,3077.787841796875,3079.683349609375,3079.683349609375,10326016
2022-02-11 04:15:00+00:00,3080.151611328125,3080.151611328125,3070.913330078125,3070.913330078125,3070.913330078125,31598592
2022-02-11 04:30:00+00:00,3070.808349609375,3071.847412109375,3068.205078125,3068.205078125,3068.205078125,512024576
2022-02-11 04:45:00+00:00,3068.35546875,3069.007568359375,3066.266845703125,3068.287841796875,3068.287841796875,0
2022-02-11 05:00:00+00:00,3068.43017578125,3069.755615234375,3057.475830078125,3057.475830078125,3057.475830078125,217628672
2022-02-11 05:15:00+00:00,3056.48974609375,3058.958251953125,3053.790283203125,3058.490478515625,3058.490478515625,45641728
2022-02-11 05:30:00+00:00,3058.43603515625,3062.589599609375,3057.435791015625,3062.020263671875,3062.020263671875,532131840
2022-02-11 05:45:00+00:00,3061.701904296875,3062.87255859375,3055.67578125,3056.7783203125,3056.7783203125,8505344
2022-02-11 06:00:00+00:00,3056.314208984375,3067.3876953125,3053.083740234375,3067.3876953125,3067.3876953125,319694848
2022-02-11 06:15:00+00:00,3067.6318359375,3070.474609375,3067.6318359375,3069.155517578125,3069.155517578125,330352640
2022-02-11 06:30:00+00:00,3069.974853515625,3072.40087890625,3068.632568359375,3071.5859375,3071.5859375,268597248
2022-02-11 06:45:00+00:00,3071.83740234375,3079.853271484375,3071.83740234375,3077.71142578125,3077.71142578125,47030272
2022-02-11 07:00:00+00:00,3077.56591796875,3085.7119140625,3077.56591796875,3085.294189453125,3085.294189453125,272158720
2022-02-11 07:15:00+00:00,3085.36376953125,3086.46484375,3083.619140625,3086.46484375,3086.46484375,273332224
2022-02-11 07:30:00+00:00,3086.55517578125,3092.11328125,3086.55517578125,3091.767333984375,3091.767333984375,85673984
2022-02-11 07:45:00+00:00,3091.9482421875,3101.5234375,3091.771484375,3101.410888671875,3101.410888671875,30078976
2022-02-11 08:00:00+00:00,3100.8310546875,3106.478515625,3098.680908203125,3106.478515625,3106.478515625,71925760
2022-02-11 08:15:00+00:00,3106.566162109375,3108.482666015625,3104.513427734375,3105.064208984375,3105.064208984375,297811968
2022-02-11 08:30:00+00:00,3105.060302734375,3106.273681640625,3097.612060546875,3097.612060546875,3097.612060546875,2998272
2022-02-11 08:45:00+00:00,3096.95068359375,3096.95068359375,3090.87451171875,3090.87451171875,3090.87451171875,259567616
2022-02-11 09:00:00+00:00,3088.563720703125,3088.563720703125,3077.520751953125,3088.27197265625,3088.27197265625,225579008
2022-02-11 09:15:00+00:00,3088.3896484375,3103.6591796875,3088.3896484375,3101.337158203125,3101.337158203125,339169280
2022-02-11 09:30:00+00:00,3100.772216796875,3104.98779296875,3094.2265625,3104.05126953125,3104.05126953125,314716160
2022-02-11 09:45:00+00:00,3104.65478515625,3106.99853515625,3103.5546875,3105.039794921875,3105.039794921875,48680960
2022-02-11 10:00:00+00:00,3105.13134765625,3105.865478515625,3095.165771484375,3095.165771484375,3095.165771484375,177219584
2022-02-11 10:15:00+00:00,3095.0751953125,3096.278564453125,3092.443115234375,3094.013671875,3094.013671875,0
2022-02-11 10:30:00+00:00,3093.65576171875,3102.796630859375,3089.7783203125,3102.796630859375,3102.796630859375,263979008
2022-02-11 10:45:00+00:00,3102.627685546875,3110.20556640625,3101.646728515625,3109.593994140625,3109.593994140625,0
2022-02-11 11:00:00+00:00,3109.163330078125,3109.163330078125,3099.398681640625,3101.6025390625,3101.6025390625,0
