Datetime,Open,High,Low,Close,Adj Close,Volume
2022-02-11 00:00:00+00:00,20.622385025024414,20.622385025024414,20.38491439819336,20.5054988861084,20.5054988861084,7526656
2022-02-11 00:15:00+00:00,20.157529830932617,20.157529830932617,20.148174285888672,20.148174285888672,20.148174285888672,9954432
2022-02-11 00:30:00+00:00,20.15081024169922,20.257923126220703,20.15081024169922,20.257923126220703,20.257923126220703,19379584
2022-02-11 00:45:00+00:00,20.249671936035156,20.37122344970703,20.208251953125,20.37122344970703,20.37122344970703,11022592
2022-02-11 01:00:00+00:00,20.371158599853516,20.616281509399414,20.371158599853516,20.573768615722656,20.573768615722656,26392576
2022-02-11 01:15:00+00:00,20.57313346862793,20.614883422851562,20.53384780883789,20.53384780883789,20.53384780883789,5243776
2022-02-11 01:30:00+00:00,20.540225982666016,20.540225982666016,20.470632553100586,20.470632553100586,20.470632553100586,2923520
2022-02-11 01:45:00+00:00,20.4691104888916,20.4782657623291,20.459182739257812,20.46614646911621,20.46614646911621,1335168
2022-02-11 02:00:00+00:00,20.46662712097168,20.499052047729492,20.332130432128906,20.332130432128906,20.332130432128906,2644608
2022-02-11 02:15:00+00:00,20.333667755126953,20.342748641967773,20.23386573791504,20.242277145385742,20.242277145385742,22146432
2022-02-11 02:30:00+00:00,20.258174896240234,20.284584045410156,20.252290725708008,20.253753662109375,20.253753662109375,7696640
2022-02-11 02:45:00+00:00,20.256757736206055,20.3072452545166,20.234468460083008,20.3072452545166,20.3072452545166,495488
2022-02-11 03:00:00+00:00,20.311811447143555,20.379859924316406,20.311811447143555,20.379859924316406,20.379859924316406,0
2022-02-11 03:15:00+00:00,20.378461837768555,20.414987564086914,20.34819221496582,20.35904312133789,20.35904312133789,3679232
2022-02-11 03:30:00+00:00,20.36084747314453,20.476993560791016,20.36084747314453,20.476993560791016,20.476993560791016,7264896
2022-02-11 03:45:00+00:00,20.47648048400879,20.483240127563477,20.447811126708984,20.46169662475586,20.46169662475586,0
2022-02-11 04:00:00+00:00,20.44529914855957,20.485666275024414,20.44529914855957,20.485666275024414,20.485666275024414,738560
2022-02-11 04:15:00+00:00,20.49344253540039,20.515430450439453,20.43825340270996,20.440296173095703,20.440296173095703,2426752
2022-02-11 04:30:00+00:00,20.44041633605957,20.465076446533203,20.43441390991211,20.438066482543945,20.438066482543945,980736
2022-02-11 04:45:00+00:00,20.43996810913086,20.4517822265625,20.420440673828125,20.42294692993164,20.42294692993164,620160
2022-02-11 05:00:00+00:00,20.429697036743164,20.438690185546875,20.3653621673584,20.3653621673584,20.3653621673584,433408
2022-02-11 05:15:00+00:00,20.318387985229492,20.346527099609375,20.318387985229492,20.3405704498291,20.3405704498291,4658176
2022-02-11 05:30:00+00:00,20.339948654174805,20.352270126342773,20.324993133544922,20.350906372070312,20.350906372070312,2283264
2022-02-11 05:45:00+00:00,20.34391975402832,20.34391975402832,20.266620635986328,20.27134895324707,20.27134895324707,1954816
2022-02-11 06:00:00+00:00,20.265390396118164,20.358701705932617,20.23337173461914,20.358701705932617,20.358701705932617,5218432
2022-02-11 06:15:00+00:00,20.36020851135254,20.401676177978516,20.34952735900879,20.401676177978516,20.401676177978516,1764736
2022-02-11 06:30:00+00:00,20.40869140625,20.450605392456055,20.40869140625,20.448408126831055,20.448408126831055,1358208
2022-02-11 06:45:00+00:00,20.4504337310791,20.474618911743164,20.342348098754883,20.39215660095215,20.39215660095215,23762176
2022-02-11 07:00:00+00:00,20.38686752319336,20.432445526123047,20.375612258911133,20.427553176879883,20.427553176879883,13347328
2022-02-11 07:15:00+00:00,20.42668342590332,20.437999725341797,20.41571807861328,20.433460235595703,20.433460235595703,1262208
2022-02-11 07:30:00+00:00,20.433929443359375,20.487611770629883,20.430490493774414,20.487611770629883,20.487611770629883,5650688
2022-02-11 07:45:00+00:00,20.489431381225586,20.56613540649414,20.489431381225586,20.56613540649414,20.56613540649414,5454464
2022-02-11 08:00:00+00:00,20.5649356842041,20.62716293334961,20.546417236328125,20.62716293334961,20.62716293334961,4195584
2022-02-11 08:15:00+00:00,20.637666702270508,20.665624618530273,20.637666702270508,20.65203094482422,20.65203094482422,6925952
2022-02-11 08:30:00+00:00,20.66312599182129,20.66312599182129,20.612133026123047,20.612133026123047,20.612133026123047,8595840
2022-02-11 08:45:00+00:00,20.587923049926758,20.592330932617188,20.560760498046875,20.573612213134766,20.573612213134766,5330944
2022-02-11 09:00:00+00:00,20.534048080444336,20.534048080444336,20.409217834472656,20.502561569213867,20.502561569213867,4965504
2022-02-11 09:15:00+00:00,20.50591468811035,20.636096954345703,20.50591468811035,20.619953155517578,20.619953155517578,13534464
